nameseq,k1,k2,label
0,-0.0,-0.0,None
1,-0.0,-0.0,None
2,-0.0,-0.0,None
3,-0.0,-0.0,None
4,1.4854752972273344,2.0945717977900795,None
5,1.4854752972273344,2.0945717977900795,None
6,1.4854752972273344,2.0945717977900795,None
7,1.4854752972273344,2.0945717977900795,None
8,1.4854752972273344,2.0945717977900795,None
9,1.4854752972273344,2.0945717977900795,None
10,1.4854752972273344,2.0945717977900795,None
11,1.4854752972273344,2.0945717977900795,None
12,1.4854752972273344,2.0945717977900795,None
13,1.4854752972273344,2.0945717977900795,None
14,1.4854752972273344,2.0945717977900795,None
15,1.4854752972273344,2.0945717977900795,None
16,1.4854752972273344,2.0945717977900795,None
17,1.4854752972273344,2.0945717977900795,None
18,1.4854752972273344,2.0945717977900795,None
19,1.4854752972273344,2.0945717977900795,None
20,1.4854752972273344,2.0945717977900795,None
21,1.4854752972273344,2.0945717977900795,None
22,1.4854752972273344,2.0945717977900795,None
23,1.4854752972273344,2.0945717977900795,None
24,1.4854752972273344,2.0945717977900795,None
25,1.4854752972273344,2.0945717977900795,None
26,1.4854752972273344,2.0945717977900795,None
27,1.4854752972273344,2.0945717977900795,None
28,1.4854752972273344,2.0945717977900795,None
29,1.4854752972273344,2.0945717977900795,None
30,1.4854752972273344,2.0945717977900795,None
31,1.4854752972273344,2.0945717977900795,None
32,1.4854752972273344,2.0945717977900795,None
33,1.4854752972273344,2.0945717977900795,None
34,1.4854752972273344,2.0945717977900795,None
35,1.4854752972273344,2.0945717977900795,None
36,1.4854752972273344,2.0945717977900795,None
37,1.4854752972273344,2.0945717977900795,None
38,1.4854752972273344,2.0945717977900795,None
39,1.4854752972273344,2.0945717977900795,None
40,1.4854752972273344,2.0945717977900795,None
41,1.4854752972273344,2.0945717977900795,None
42,1.4854752972273344,2.0945717977900795,None
43,1.4854752972273344,2.0945717977900795,None
44,1.4854752972273344,2.0945717977900795,None
45,1.4854752972273344,2.0945717977900795,None
46,1.4854752972273344,2.0945717977900795,None
47,1.4854752972273344,2.0945717977900795,None
48,1.4854752972273344,2.0945717977900795,None
49,1.4854752972273344,2.0945717977900795,None
50,1.4854752972273344,2.0945717977900795,None
51,1.4854752972273344,2.0945717977900795,None
52,1.4854752972273344,2.0945717977900795,None
53,1.4854752972273344,2.0945717977900795,None
54,1.4854752972273344,2.0945717977900795,None
55,1.4854752972273344,2.0945717977900795,None
56,1.4854752972273344,2.0945717977900795,None
57,1.4854752972273344,2.0945717977900795,None
58,1.4854752972273344,2.0945717977900795,None
59,1.4854752972273344,2.0945717977900795,None
60,1.4854752972273344,2.0945717977900795,None
61,1.4854752972273344,2.0945717977900795,None
62,1.4854752972273344,2.0945717977900795,None
63,1.4854752972273344,2.0945717977900795,None
64,1.4854752972273344,2.0945717977900795,None
65,1.4854752972273344,2.0945717977900795,None
66,1.4854752972273344,2.0945717977900795,None
67,1.4854752972273344,2.0945717977900795,None
68,1.4854752972273344,2.0945717977900795,None
69,1.4854752972273344,2.0945717977900795,None
70,1.4854752972273344,2.0945717977900795,None
71,1.4854752972273344,2.0945717977900795,None
72,1.4854752972273344,2.0945717977900795,None
73,1.4854752972273344,2.0945717977900795,None
74,1.4854752972273344,2.0945717977900795,None
75,1.4854752972273344,2.0945717977900795,None
76,1.4854752972273344,2.0945717977900795,None
77,1.4854752972273344,2.0945717977900795,None
78,1.4854752972273344,2.0945717977900795,None
79,1.4854752972273344,2.0945717977900795,None
80,1.4854752972273344,2.0945717977900795,None
81,1.4854752972273344,2.0945717977900795,None
82,1.4854752972273344,2.0945717977900795,None
83,1.4854752972273344,2.0945717977900795,None
84,1.4854752972273344,2.0945717977900795,None
85,1.4854752972273344,2.0945717977900795,None
86,1.4854752972273344,2.0945717977900795,None
87,1.4854752972273344,2.0945717977900795,None
88,1.4854752972273344,2.0945717977900795,None
89,1.4854752972273344,2.0945717977900795,None
90,1.4854752972273344,2.0945717977900795,None
91,1.4854752972273344,2.0945717977900795,None
92,1.4854752972273344,2.0945717977900795,None
93,1.4854752972273344,2.0945717977900795,None
94,1.4854752972273344,2.0945717977900795,None
95,1.4854752972273344,2.0945717977900795,None
96,1.4854752972273344,2.0945717977900795,None
97,1.4854752972273344,2.0945717977900795,None
98,1.4854752972273344,2.0945717977900795,None
99,1.4854752972273344,2.0945717977900795,None
100,1.4854752972273344,2.0945717977900795,None
101,1.4854752972273344,2.0945717977900795,None
102,1.4854752972273344,2.0945717977900795,None
103,1.4854752972273344,2.0945717977900795,None
104,1.4854752972273344,2.0945717977900795,None
105,1.4854752972273344,2.0945717977900795,None
106,1.4854752972273344,2.0945717977900795,None
107,1.4854752972273344,2.0945717977900795,None
108,1.4854752972273344,2.0945717977900795,None
109,1.4854752972273344,2.0945717977900795,None
110,1.4854752972273344,2.0945717977900795,None
111,1.4854752972273344,2.0945717977900795,None
112,1.4854752972273344,2.0945717977900795,None
113,1.4854752972273344,2.0945717977900795,None
114,1.4854752972273344,2.0945717977900795,None
115,1.4854752972273344,2.0945717977900795,None
116,1.4854752972273344,2.0945717977900795,None
117,1.4854752972273344,2.0945717977900795,None
118,1.4854752972273344,2.0945717977900795,None
119,1.4854752972273344,2.0945717977900795,None
